VEHICLE_OCCUPANTS,LICENSED?,NUMBER OF PERSONS INJURED,FATAL?,VEHICLE_AGE,VEHICLE_COMPANY,FORD?,FEMALE?,DAYTIME?
2,0,0,0,3,CHEV,0,0,1
2,0,0,0,2,NISS,0,1,1
2,1,0,0,6,DODG,0,0,1
1,1,0,0,2,HOND,0,0,0
8,1,0,0,6,TR/TE,0,0,1
3,1,0,0,10,TOYT,0,1,1
2,1,0,0,9,GMC,0,0,1
1,1,0,0,3,MACK,0,0,0
1,1,0,0,9,UD,0,0,1
1,1,0,0,2,LINC,0,0,1
3,1,0,0,12,VOLV,0,1,0
1,1,0,0,8,MACK,0,0,1
1,1,0,0,2,CHEV,0,0,1
1,1,0,0,13,LEXS,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,4,VOLV,0,1,1
1,1,0,0,1,CHEV,0,0,1
1,1,0,0,5,SUBA,0,1,1
1,1,0,0,16,TOYT,0,0,1
1,1,0,0,7,TOYT,0,0,1
1,1,0,0,5,TOYT,0,1,1
2,1,0,0,20,FRHT,0,0,1
1,1,0,0,16,HOND,0,0,0
1,1,0,0,1,NISS,0,0,0
2,1,0,0,1,INTL,0,0,1
1,1,0,0,17,TOYT,0,1,1
2,0,0,0,13,FORD,1,0,1
1,1,0,0,8,FORD,1,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,13,CHEV,0,0,1
1,1,0,0,10,FORD,1,0,1
1,1,0,0,8,ACUR,0,0,0
2,1,0,0,8,FRHT,0,0,1
1,1,0,0,7,MNNI,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,2,TOYT,0,0,1
2,1,0,0,5,HOND,0,0,1
1,1,0,0,12,CHEV,0,0,1
1,1,0,0,4,FRHT,0,0,1
1,1,0,0,5,LINC,0,0,1
1,1,0,0,2,MI/FU,0,0,1
3,1,0,0,2,JEEP,0,0,1
2,1,0,0,8,VOLK,0,1,1
1,1,0,0,11,FORD,1,0,1
2,1,0,0,5,TOYT,0,1,1
1,1,0,0,3,FORD,1,0,1
1,1,0,0,9,TOYT,0,1,1
2,1,0,0,3,TOYT,0,0,1
1,1,0,0,1,NISS,0,1,1
1,0,0,0,2,CADI,0,0,1
2,1,0,0,1,MAC,0,0,1
1,1,0,0,11,HOND,0,0,1
1,1,0,0,17,NISS,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,7,TOYT,0,1,1
2,1,0,0,2,TOYT,0,0,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,13,MERZ,0,1,1
1,1,0,0,11,CHRY,0,0,1
1,1,0,0,10,HOND,0,0,1
1,1,0,0,8,TOYT,0,1,1
1,1,0,0,9,TOYT,0,0,1
4,1,0,0,5,OMR,0,0,1
1,1,0,0,1,NE/FL,0,0,1
1,1,0,0,1,HOND,0,1,1
1,1,0,0,9,MACK,0,0,1
1,1,0,0,9,INTL,0,0,1
1,1,0,0,2,ME BE,0,0,1
1,1,0,0,10,TOYT,0,0,1
1,1,0,0,1,KW,0,0,1
1,1,0,0,4,NISS,0,1,0
1,1,0,0,22,FORD,1,1,0
3,1,0,0,1,CHEV,0,1,1
1,1,0,0,1,HOND,0,0,1
1,1,0,0,11,MERZ,0,1,1
1,1,0,1,8,FORD,1,0,1
1,0,0,0,12,TOYT,0,0,0
1,1,0,0,12,TOYT,0,0,1
1,1,0,0,4,TOYT,0,0,1
1,0,0,0,17,LINC,0,0,0
1,1,0,0,5,HYUN,0,1,0
2,1,0,0,5,TOYT,0,0,1
1,1,0,0,19,HOND,0,0,0
1,1,0,0,1,VOLK,0,0,0
2,1,0,0,20,BUIC,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,18,HOND,0,1,0
1,1,0,0,13,BMW,0,1,0
1,1,0,0,12,ISU,0,0,0
1,1,0,0,1,TOYT,0,0,0
2,1,0,0,21,HOND,0,1,0
1,1,0,0,18,VANHO,0,0,0
1,1,0,0,3,BMW,0,0,0
1,1,0,0,19,FORD,1,1,0
1,1,0,0,1,NISS,0,0,1
1,0,0,0,1,NISS,0,0,1
1,1,0,0,9,PTRB,0,0,1
1,1,0,0,16,JEEP,0,0,1
1,1,0,0,1,CHEV,0,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,4,HOND,0,1,1
1,1,0,0,18,MERZ,0,0,1
1,1,0,0,1,HYUN,0,0,1
1,1,0,0,12,FORD,1,1,1
1,1,0,0,12,MAC,0,0,1
1,1,0,0,12,LINC,0,0,1
1,1,0,0,18,HOND,0,0,0
1,1,0,0,10,MCI,0,0,1
1,1,0,0,3,TOYT,0,0,0
1,1,0,0,4,TOYT,0,0,0
2,0,0,0,2,HOND,0,0,0
1,1,0,0,15,TOYT,0,0,1
1,1,0,0,10,TOYT,0,1,1
1,1,0,0,10,TOYT,0,0,0
1,1,0,0,7,HOND,0,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,11,TOYT,0,0,0
1,1,0,0,9,ACUR,0,0,0
1,1,0,0,20,FORD,1,0,1
1,1,0,0,13,GMC,0,0,1
1,0,0,0,7,TOYT,0,1,0
1,1,0,0,1,LEXS,0,1,1
1,1,0,0,16,NISS,0,0,1
1,0,0,0,1,KIA,0,0,0
1,1,0,0,9,GMC,0,0,1
2,1,0,0,14,TOYT,0,1,1
1,1,0,0,2,LEXS,0,1,1
1,0,0,0,2,HOND,0,0,1
1,1,0,0,4,NISS,0,1,1
2,1,0,0,18,TOYT,0,0,1
1,1,0,0,19,DODG,0,0,0
1,0,0,0,17,JEEP,0,0,0
2,1,0,0,7,NISS,0,0,1
2,1,0,0,3,LEXS,0,0,1
2,1,0,0,18,VOLV,0,0,1
2,1,0,0,11,ACUR,0,1,0
1,1,0,0,13,VOLV,0,0,1
2,1,0,0,1,ISU,0,0,1
1,1,0,0,10,FORD,1,0,1
1,1,0,0,2,NISS,0,1,1
1,1,0,0,1,HINO,0,0,0
1,0,0,0,3,FORD,1,0,0
1,1,0,0,7,TOYT,0,0,0
1,1,0,0,12,LEXS,0,1,0
2,1,0,0,13,BMW,0,0,1
1,1,0,0,13,HYUN,0,0,1
1,1,0,0,10,MERC,0,1,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,21,MAZD,0,0,0
1,1,0,0,5,LINC,0,1,0
1,0,0,0,1,TOYT,0,0,1
1,1,0,0,12,CHEV,0,0,0
1,1,0,0,8,ORION,0,0,0
1,1,0,0,21,BMW,0,0,0
1,1,0,0,12,SUBA,0,1,1
2,1,0,0,3,BMW,0,0,0
1,1,0,0,2,NISS,0,1,1
2,1,0,0,16,CHEV,0,0,1
3,1,0,0,2,TOYT,0,1,1
1,1,0,0,8,FRHT,0,0,1
1,1,0,0,5,INTL,0,0,1
1,1,0,0,1,JEEP,0,0,0
1,1,0,0,2,TOYT,0,0,0
2,1,0,0,3,KIA,0,1,1
1,1,0,0,10,HOND,0,0,0
1,1,0,0,9,MACK,0,0,0
2,1,0,0,13,FORD,1,1,1
1,1,0,0,1,NISS,0,0,0
1,1,0,0,3,HYUN,0,0,0
2,1,0,0,6,NISS,0,1,0
1,1,0,0,8,NISS,0,1,1
1,1,0,0,9,FORD,1,0,1
1,0,0,0,7,STEERLING,0,0,1
1,1,0,0,5,TOYT,0,0,0
2,1,0,0,6,TOYT,0,0,0
3,1,0,0,5,ACUR,0,1,0
1,1,0,0,5,CHEV,0,0,1
1,1,0,0,3,HOND,0,0,0
1,1,0,0,3,KIA,0,1,1
3,1,0,0,11,ACUR,0,0,0
1,1,0,0,2,HOND,0,0,1
6,1,0,0,1,TOYT,0,1,1
1,1,0,0,11,INTL,0,0,1
2,1,0,0,10,DODG,0,0,1
1,1,0,0,11,KW,0,0,1
1,1,0,0,14,HOND,0,1,1
2,1,0,0,13,FORD,1,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,5,TOYT,0,0,1
2,1,0,0,8,TOYT,0,0,1
1,1,0,0,3,HYUN,0,1,1
1,1,0,0,7,HOND,0,0,0
3,1,0,0,4,BMW,0,1,0
1,1,0,0,8,LINC,0,0,1
1,1,0,0,1,CADI,0,1,1
1,1,0,0,8,KIA,0,0,0
3,1,0,0,13,BUIC,0,1,1
1,1,0,0,1,NISS,0,1,0
2,1,0,0,3,NISS,0,1,0
1,1,0,0,14,MERC,0,0,0
3,1,0,0,1,SUBA,0,0,1
2,1,0,0,24,FORD,1,0,1
2,1,0,0,1,FORD,1,0,1
3,1,0,0,14,CHRY,0,1,0
1,1,0,0,11,CHEV,0,1,1
1,1,0,0,14,HOND,0,0,1
1,0,0,0,6,TOYT,0,0,1
1,0,0,0,17,JEEP,0,0,1
1,1,0,0,9,ORION,0,0,1
1,1,0,0,3,CHEV,0,0,0
1,1,0,0,3,CHEV,0,1,1
1,1,0,0,18,BMW,0,1,1
1,1,0,0,10,MERZ,0,0,1
1,1,0,0,10,CHEV,0,0,1
1,1,0,0,2,LINC,0,0,1
1,1,0,0,16,PTRB,0,0,1
4,1,0,0,1,MERZ,0,1,1
1,1,0,0,12,CHEV,0,1,1
1,1,0,0,12,CHRY,0,1,1
2,1,0,0,13,MERZ,0,0,0
1,0,0,0,14,CHEV,0,0,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,CHRY,0,0,0
2,1,0,0,1,NISS,0,0,0
1,1,0,0,11,STRN,0,1,1
1,1,0,0,1,HOND,0,1,1
1,1,0,0,2,LINC,0,1,1
2,1,0,0,8,TOYT,0,0,0
2,1,0,0,12,BMW,0,0,0
2,1,0,0,12,KIA,0,0,0
1,1,0,0,25,TOYT,0,0,0
1,1,0,0,16,FORD,1,0,1
1,1,0,0,13,CHEV,0,0,0
1,1,0,0,6,TOYT,0,0,0
1,1,0,0,5,CHEV,0,0,1
2,1,0,0,2,CHEV,0,0,0
1,1,0,0,4,VOLK,0,1,1
1,1,0,0,11,CHEV,0,0,1
1,1,0,0,5,LINC,0,0,1
1,1,0,0,4,PORS,0,1,1
1,1,0,0,4,Dodge,0,0,1
5,1,0,0,5,CHRY,0,0,1
1,1,0,0,13,VOLK,0,1,1
7,1,0,0,1,HOND,0,0,1
2,1,0,0,8,NISS,0,1,0
5,1,0,0,5,NISS,0,0,1
2,1,0,0,11,HOND,0,1,1
1,1,0,0,16,DODG,0,0,0
2,1,0,0,4,NISS,0,1,0
1,1,0,0,1,AUDI,0,1,1
1,1,0,0,2,NISS,0,0,0
1,1,0,0,2,NISS,0,1,1
3,1,0,0,9,TOYT,0,0,1
1,1,0,0,11,MERZ,0,0,1
1,0,0,0,1,RAM,0,0,1
1,1,0,0,2,KIA,0,1,0
1,1,0,0,8,HOND,0,0,1
1,1,0,0,15,GMC,0,0,1
1,1,0,0,1,HOND,0,1,1
1,1,0,0,8,TOYT,0,0,1
1,1,0,0,11,HOND,0,0,1
1,1,0,0,9,LINC,0,0,0
1,1,0,0,1,INFI,0,0,1
5,1,0,0,2,MITS,0,1,0
2,1,0,0,11,HOND,0,0,0
1,1,0,0,1,MAZD,0,0,0
2,1,0,0,3,MERZ,0,0,0
1,1,0,0,10,CHRY,0,0,0
1,1,0,0,2,NISS,0,0,0
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,3,CHEV,0,0,1
2,1,0,0,6,SUBA,0,1,1
1,1,0,0,3,FORD,1,0,1
1,1,0,0,2,CHEV,0,0,1
1,1,0,0,2,VOLK,0,0,1
1,1,0,0,2,TOYT,0,0,0
7,1,0,0,10,BUS,0,1,1
1,1,0,0,6,HOND,0,1,1
1,1,0,0,13,HOND,0,0,1
4,1,0,0,14,MERZ,0,1,1
2,1,0,0,2,CHEV,0,0,1
1,1,0,0,12,HYUN,0,0,0
1,1,0,0,8,STRN,0,1,1
1,1,0,0,2,FORD,1,0,1
1,1,0,0,2,HOND,0,0,1
1,0,0,0,15,HOND,0,0,0
1,1,0,0,1,HOND,0,0,1
2,0,0,0,7,GMC,0,0,1
1,0,0,0,9,TOYT,0,0,1
2,1,0,0,11,INTL,0,0,1
1,1,0,0,7,CHEV,0,1,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,6,TOYT,0,0,1
1,1,0,0,6,MAZD,0,0,0
2,1,0,0,1,TOYT,0,0,0
1,1,0,0,4,FRH,0,0,1
1,1,0,0,2,LEXS,0,1,1
1,1,0,0,3,MERZ,0,1,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,5,NISS,0,1,1
1,1,0,0,1,LEXS,0,0,1
1,1,0,0,2,HOND,0,0,0
1,0,0,0,1,ACUR,0,0,0
1,1,0,0,1,DODG,0,0,0
2,1,0,0,8,VAN HOOL,0,0,0
1,1,0,0,8,INTL,0,0,0
1,0,0,0,3,NISS,0,0,0
1,1,0,0,8,JEEP,0,1,0
1,1,0,0,2,GMC,0,0,0
1,1,0,0,1,JEEP,0,0,1
2,1,0,0,8,HOND,0,1,1
1,1,0,0,5,HYUN,0,1,0
1,1,0,0,10,CADI,0,0,1
1,1,0,0,1,VOLK,0,0,1
1,1,0,0,7,HOND,0,1,1
1,1,0,0,11,MAZD,0,0,1
1,1,0,0,3,NISS,0,1,0
1,1,0,0,9,GMC,0,0,0
1,1,0,0,4,MAZD,0,0,0
1,1,0,0,1,NISS,0,0,0
1,1,0,0,15,NISS,0,0,0
1,1,0,0,15,SUBA,0,0,0
2,1,0,0,3,TOYT,0,0,0
1,1,0,0,8,FORD,1,0,1
2,1,0,0,1,FORD,1,1,1
1,1,0,0,10,CHEV,0,1,1
1,1,0,0,2,FORD,1,0,0
1,1,0,0,1,HYUN,0,1,1
1,1,0,0,1,ACUR,0,0,1
1,1,0,0,10,VOLK,0,0,1
1,1,0,0,5,NISS,0,0,0
1,0,0,0,11,CHEV,0,0,1
10,1,0,0,7,THMS,0,0,1
1,1,0,0,9,HOND,0,0,1
1,1,0,0,3,HYUN,0,0,1
1,1,0,0,3,BMW,0,1,1
1,1,0,0,10,FORD,1,0,1
2,1,0,0,3,NISS,0,1,1
1,1,0,0,5,TOYT,0,0,0
1,1,0,0,3,CHEV,0,1,1
1,1,0,0,4,ISU,0,0,1
3,1,0,0,10,JEEP,0,0,1
1,1,0,0,8,KIA,0,0,0
2,1,0,0,11,LINC,0,0,0
1,1,0,0,1,FORD,1,0,1
1,1,0,0,2,ACUR,0,0,1
1,1,0,0,4,TOYT,0,0,1
2,1,0,0,11,DODG,0,0,1
3,1,0,0,7,TOYT,0,0,1
5,1,0,0,2,INTL,0,0,1
3,1,0,0,1,TOYT,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,15,HOND,0,0,0
2,1,0,0,10,MAZD,0,0,0
2,0,0,0,1,LEXS,0,0,1
2,1,0,0,6,TOYT,0,0,1
1,1,0,0,2,HOND,0,0,1
1,0,0,0,3,BMW,0,0,0
1,1,0,0,2,FORD,1,0,0
1,1,0,0,5,SUZI,0,0,1
2,0,0,0,8,CHEV,0,1,1
1,1,0,0,11,NISS,0,1,1
1,1,0,0,5,FORD,1,0,1
1,1,0,0,4,INTL,0,0,1
4,1,0,0,12,GMC,0,1,1
1,1,0,0,5,FORD,1,0,0
2,1,0,0,13,BMW,0,0,0
1,1,0,0,9,VOLK,0,1,0
1,1,0,0,8,HOND,0,0,0
1,1,0,0,3,KIA,0,1,1
1,1,0,0,9,NISS,0,0,1
4,1,0,0,1,CHEV,0,0,0
1,1,0,0,10,FORD,1,0,1
5,1,0,0,11,FORD,1,0,1
2,1,0,0,3,GMC,0,0,1
7,1,0,0,1,CHRY,0,1,1
1,1,0,0,1,DODG,0,0,1
1,1,0,0,4,VOLK,0,1,1
1,1,0,0,3,HOND,0,1,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,2,HOND,0,0,1
5,0,0,0,10,TOYT,0,0,0
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,1,HOND,0,1,1
5,1,0,0,8,HOND,0,0,1
3,1,0,0,3,PORS,0,0,1
3,0,0,0,1,VOLK,0,0,1
1,1,0,0,8,VOLK,0,0,0
1,1,0,0,2,CADI,0,0,0
1,1,0,0,11,CHEV,0,0,0
1,1,0,0,15,INTL,0,0,1
1,1,0,0,8,HYUN,0,1,0
1,1,0,0,3,KIA,0,0,0
1,1,0,0,12,JEEP,0,0,1
1,0,0,0,5,TOYT,0,0,0
2,1,0,0,1,NISS,0,1,1
1,1,0,0,2,HOND,0,0,0
4,1,0,0,18,CHEV,0,0,1
1,1,0,0,1,TOYT,0,0,1
5,1,0,0,2,HOND,0,1,1
1,1,0,0,9,FORD,1,0,0
1,1,0,0,8,HYUN,0,1,0
1,1,0,0,17,BMW,0,0,1
1,1,0,0,1,HOND,0,1,1
1,1,0,0,12,TOYT,0,0,1
2,1,0,0,12,JEEP,0,0,1
1,1,0,0,1,VOLK,0,0,1
2,1,0,0,7,NISS,0,0,0
1,1,0,0,1,FORD,1,0,1
1,1,0,0,11,STRN,0,0,0
1,1,0,0,14,CHEV,0,0,1
2,1,0,0,13,HOND,0,0,0
1,1,0,0,16,TOYT,0,0,0
3,1,0,0,2,FORD,1,1,0
3,1,0,0,6,HOND,0,1,0
1,1,0,0,8,NISS,0,1,1
1,1,0,0,8,HOND,0,1,0
1,1,0,0,1,FRHT,0,0,1
1,1,0,0,1,TOYT,0,0,0
2,0,0,0,2,TOYT,0,0,1
1,1,0,0,8,TOYT,0,0,1
2,1,0,0,1,HOND,0,1,1
1,1,0,0,15,HOND,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,4,CHEV,0,0,1
2,1,0,0,1,BMW,0,1,1
1,1,0,0,8,MERZ,0,0,1
1,1,0,0,9,LINC,0,0,1
1,1,0,0,11,TOYT,0,1,1
1,1,0,0,8,TOYT,0,1,1
1,1,0,0,15,HOND,0,0,1
3,1,0,0,2,TOYT,0,0,1
1,1,0,0,2,HOND,0,0,1
3,1,0,0,4,TOYT,0,0,0
1,1,0,0,6,TOYT,0,1,1
2,1,0,0,11,MERZ,0,1,1
1,1,0,0,2,INFI,0,0,1
1,1,0,0,12,FORD,1,0,1
1,1,0,0,16,TOYT,0,0,0
1,1,0,0,1,NISS,0,0,1
1,1,0,0,13,HOND,0,0,0
1,1,0,0,12,HOND,0,1,0
1,1,0,0,2,HOND,0,1,1
1,0,0,0,18,NISS,0,0,1
2,1,0,0,1,NISS,0,0,1
1,1,0,0,3,CHEV,0,0,1
1,1,0,0,4,LEXS,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,5,LINC,0,0,0
1,1,0,0,7,FORD,1,0,0
3,1,0,0,11,FORD,1,1,0
2,1,0,0,1,BUIC,0,0,1
1,1,0,0,8,CHEV,0,0,1
1,1,0,0,10,FORD,1,0,1
1,1,0,0,3,HOND,0,0,0
4,1,0,0,18,AUDI,0,1,0
1,1,0,0,9,KIA,0,0,1
2,1,0,0,1,FORD,1,0,1
1,1,0,0,6,FORD,1,0,1
1,1,0,0,1,SMRT,0,0,0
2,1,0,0,9,CADI,0,1,0
1,1,0,0,11,MERZ,0,1,0
1,1,0,0,10,ISU,0,0,1
2,1,0,0,6,JEEP,0,1,0
1,0,0,0,14,JEEP,0,0,0
1,1,0,0,6,TOYT,0,0,1
1,1,0,0,16,JEEP,0,0,0
1,1,0,0,3,HOND,0,1,0
1,1,0,0,3,TOYT,0,1,0
1,0,0,0,2,MERZ,0,0,0
1,1,0,0,1,TOYT,0,0,0
2,1,0,0,2,TOYT,0,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,11,TOYT,0,0,0
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,4,TOYT,0,0,1
1,1,0,0,6,TOYT,0,1,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,11,TOYT,0,0,1
1,1,0,0,5,BMW,0,1,0
1,1,0,0,11,INTER,0,0,1
1,1,0,0,4,HYUN,0,1,1
1,1,0,0,9,HYUN,0,1,1
1,1,0,0,4,HOND,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,HOND,0,1,1
1,1,0,0,14,GMC,0,0,0
1,1,0,0,6,FORD,1,0,0
1,1,0,0,5,AUDI,0,0,1
1,1,0,0,1,FORD,1,0,1
2,1,0,0,6,VOLV,0,1,1
2,0,0,0,7,FORD,1,0,1
2,1,0,0,2,vanhool,0,0,1
1,0,0,0,3,AUDI,0,0,0
1,1,0,0,2,DODG,0,1,0
6,1,0,0,5,TOYT,0,0,0
2,1,0,0,1,SMRT,0,0,0
2,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,ACUR,0,1,0
1,0,0,0,21,TOYT,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,7,GMC,0,0,0
1,1,0,0,2,NISS,0,0,0
1,1,0,0,1,CHEV,0,0,1
3,1,0,0,1,PORS,0,0,1
1,1,0,0,6,ACUR,0,1,1
1,1,0,0,12,ISU,0,0,0
1,1,0,0,8,TOYT,0,1,1
2,1,0,0,4,FORD,1,0,1
1,1,0,0,4,HYUN,0,0,0
1,1,0,0,1,HYUN,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,0,0,0,2,TOYT,0,0,0
1,1,0,0,4,TOYT,0,0,1
1,1,0,0,3,HOND,0,0,1
1,1,0,0,2,SUBA,0,0,1
3,1,0,0,2,LEXS,0,0,1
1,0,0,0,12,CADI,0,0,1
1,1,0,0,4,HOND,0,1,0
1,1,0,0,19,TOYT,0,0,0
2,1,0,0,10,NISS,0,1,0
1,1,0,0,4,HOND,0,1,0
1,1,0,0,2,TOYT,0,1,0
1,1,0,0,1,CHEV,0,1,1
1,1,0,0,2,SUBA,0,0,1
2,1,0,0,1,HOND,0,0,1
1,1,0,0,3,BMW,0,0,1
1,1,0,0,1,HOND,0,0,1
2,1,0,0,4,HOND,0,1,1
1,1,0,0,15,CHEV,0,0,1
1,1,0,0,7,DODG,0,0,1
1,1,0,0,1,CHRY,0,0,0
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,3,TOYT,0,0,0
2,1,0,0,14,JEEP,0,0,0
1,1,0,0,8,HOND,0,0,1
2,1,0,0,12,DODG,0,0,0
3,1,0,0,9,TOYT,0,1,0
3,1,0,0,1,TOYT,0,0,0
1,1,0,0,2,NISS,0,0,0
1,1,0,0,4,MERZ,0,0,0
1,0,0,0,9,CHEV,0,0,1
1,1,0,0,1,NISS,0,1,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,9,TOYT,0,0,1
1,1,0,0,2,CADI,0,0,0
1,1,0,0,1,BMW,0,0,0
1,0,0,0,8,TOYT,0,0,0
2,1,0,0,1,JEEP,0,0,1
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,10,JEEP,0,0,0
1,1,0,0,2,FORD,1,0,0
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,2,CHEV,0,0,1
2,1,0,0,1,TOYT,0,1,0
1,1,0,0,10,JEEP,0,0,1
1,1,0,0,10,HOND,0,0,1
1,1,0,0,4,HINO,0,0,1
1,1,0,0,4,TOYT,0,0,1
1,1,0,0,5,FORD,1,0,1
1,1,0,0,2,AUDI,0,1,1
1,1,0,0,10,HINO,0,0,1
2,1,0,0,5,NISS,0,0,1
1,1,0,0,5,BMW,0,0,1
1,1,0,0,2,BMW,0,1,0
1,1,0,0,13,FORD,1,1,1
1,0,0,0,2,HOND,0,0,0
1,1,0,0,9,CHEV,0,0,1
1,1,0,0,13,ORION,0,0,1
1,1,0,0,4,NISS,0,0,0
1,1,0,0,14,HYUN,0,1,1
1,1,0,0,2,ACUR,0,0,1
1,1,0,0,6,FORD,1,0,1
1,1,0,0,4,NISS,0,1,1
1,1,0,0,9,MERZ,0,0,1
1,1,0,0,3,BMW,0,0,1
3,1,0,0,11,NISS,0,0,1
1,0,0,0,15,GMC,0,0,1
1,1,0,0,3,ACUR,0,0,1
2,0,0,0,10,HOND,0,1,1
1,1,0,0,12,CHEV,0,0,0
2,1,0,0,16,HOND,0,0,0
2,1,0,0,9,TOYT,0,0,0
1,1,0,0,12,GMC,0,0,1
1,1,0,0,2,NISS,0,1,1
1,1,0,0,4,HOND,0,0,1
1,1,0,0,3,HOND,0,1,0
1,1,0,0,12,TOYT,0,0,0
1,1,0,0,4,CUB CADET,0,0,1
1,1,0,0,3,CHEV,0,0,0
1,0,0,0,1,LEXS,0,0,0
1,0,0,0,16,TOYT,0,0,0
1,1,0,0,3,FORD,1,0,1
1,1,0,0,3,CHRY,0,1,0
1,1,0,0,2,KIA,0,1,0
1,1,0,0,15,HOND,0,0,0
1,1,0,0,16,MACK,0,0,1
1,1,0,0,14,TOYT,0,0,1
4,1,0,0,6,COLLI,0,0,1
1,1,0,0,13,LNDR,0,0,0
1,1,0,0,8,HYUN,0,0,0
1,1,0,0,10,VOLK,0,0,1
1,1,0,0,30,CHEV,0,0,1
1,1,0,0,19,LINC,0,0,0
1,1,0,0,10,TOYT,0,1,1
3,1,0,0,1,MERZ,0,0,1
1,1,0,0,2,TOYT,0,0,0
3,1,0,0,11,TOYT,0,1,0
1,1,0,0,3,TOYT,0,1,1
2,1,0,0,16,FORD,1,1,1
2,1,0,0,3,TOYT,0,0,1
1,1,0,0,12,TOYT,0,0,0
1,1,0,0,2,NISS,0,0,0
1,0,0,0,14,STRN,0,0,1
4,1,0,0,7,HOND,0,0,1
1,1,0,0,12,CHEV,0,0,0
1,1,0,0,4,TOYT,0,0,0
1,0,0,0,2,NISS,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,1,HYUN,0,0,1
1,1,0,0,7,HOND,0,1,1
1,1,0,0,3,Hino,0,0,1
4,1,0,0,2,LINC,0,0,0
1,1,0,0,5,HINO,0,0,1
1,1,0,0,11,TOYT,0,0,1
4,1,0,0,13,HOND,0,0,1
1,1,0,0,10,HYUN,0,1,1
1,1,0,0,15,MERZ,0,0,1
1,1,0,0,13,DODG,0,1,1
2,1,0,0,6,SUBA,0,0,1
4,0,0,0,3,CHEV,0,0,0
1,1,0,0,13,LINC,0,0,0
3,1,0,0,1,MAZD,0,0,0
1,1,0,0,3,TOYT,0,0,0
1,1,0,0,4,GMC,0,0,0
1,1,0,0,8,BMW,0,0,0
1,1,0,0,6,TOYT,0,0,0
1,1,0,0,5,HOND,0,0,0
1,1,0,0,5,TOYT,0,0,0
1,1,0,0,10,HOND,0,0,0
1,1,0,0,3,ACUR,0,0,1
2,1,0,0,3,NISS,0,1,0
5,1,0,0,13,NISS,0,0,0
1,1,0,0,2,FORD,1,0,0
2,1,0,0,9,STRN,0,0,0
2,1,0,0,3,CHEV,0,0,0
1,1,0,0,15,DODG,0,0,0
1,1,0,0,5,FORD,1,0,1
1,1,0,0,7,ACUR,0,1,1
3,1,0,0,1,HOND,0,0,0
2,1,0,0,3,AUDI,0,0,0
1,1,0,0,3,NISS,0,0,1
1,1,0,0,11,CHRY,0,1,1
1,0,0,0,13,DODG,0,0,1
1,1,0,0,12,FORD,1,0,1
1,1,0,0,1,TOYT,0,0,1
2,1,0,0,2,BMW,0,0,0
2,1,0,0,16,MERC,0,0,1
2,1,0,0,10,ACUR,0,1,0
2,1,0,0,4,ACUR,0,0,0
1,1,0,0,8,FORD,1,0,1
1,1,0,0,5,CADI,0,0,0
2,1,0,0,16,FORD,1,1,0
1,1,0,0,4,VOLV,0,0,0
3,0,0,0,12,CHRY,0,0,0
1,1,0,0,12,FRHT,0,0,1
1,0,0,0,13,NISS,0,0,0
1,1,0,0,17,VOLV,0,0,0
1,1,0,0,8,FORD,1,0,1
3,0,0,0,2,NISS,0,0,1
2,1,0,0,2,FORD,1,1,0
1,1,0,0,6,CHEV,0,0,0
1,1,0,0,2,NISS,0,1,0
