VEHICLE_OCCUPANTS,LICENSED?,NUMBER OF PERSONS INJURED,FATAL?,VEHICLE_AGE,VEHICLE_COMPANY,FORD?,FEMALE?,DAYTIME?
1,0,0,0,3,HOND,0,0,0
1,1,0,0,12,NISS,0,0,1
1,1,0,0,4,FORD,1,0,1
1,1,0,0,13,JEEP,0,1,1
1,1,0,0,2,CHEV,0,0,0
1,1,0,0,2,LINC,0,0,0
1,0,0,0,4,HYUN,0,0,1
1,0,0,0,3,HOND,0,0,1
1,0,0,0,3,TOYT,0,0,1
1,0,0,0,16,FORD,1,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,7,NISS,0,1,0
1,0,0,0,2,TOYT,0,1,1
1,0,0,0,5,FORD,1,0,1
1,1,0,0,14,HUMM,0,1,0
2,1,0,0,8,HOND,0,1,0
1,1,0,0,12,TOYT,0,0,1
1,1,0,0,10,PONT,0,1,0
1,1,0,0,9,SUBA,0,0,1
2,1,0,0,6,DODG,0,0,1
1,0,0,0,8,FORD,1,0,0
1,1,0,0,12,INFI,0,0,0
2,0,0,0,9,CHEV,0,0,0
1,1,0,0,4,HOND,0,0,0
1,1,0,0,1,TOYT,0,1,1
1,1,0,0,10,CHEV,0,0,1
2,1,0,0,3,CHEV,0,0,1
3,1,0,0,10,MITS,0,1,1
1,1,0,0,4,TOYT,0,0,0
1,1,0,0,1,FORD,1,0,1
1,1,0,0,15,HOND,0,1,1
2,1,0,0,1,FORD,1,0,1
1,1,0,0,8,LINC,0,0,1
2,1,0,0,10,DODG,0,0,0
2,1,0,0,4,TOYT,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,5,CHEV,0,1,1
2,1,0,0,3,NISS,0,1,0
2,1,0,0,3,MERZ,0,1,1
3,1,0,0,6,NISS,0,0,1
1,1,0,0,3,FORD,1,0,1
1,1,0,0,2,MITS,0,0,1
1,1,0,0,3,HYUN,0,0,0
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,14,CHRY,0,0,0
1,1,0,0,1,CHRY,0,1,1
3,1,0,0,8,TOYT,0,0,1
1,1,0,0,1,INFI,0,0,0
1,0,0,0,1,TOYT,0,0,1
1,1,0,0,14,CHEV,0,0,1
1,0,0,0,12,FORD,1,0,1
1,1,0,0,3,SUBA,0,0,1
1,1,0,0,2,TOYT,0,1,1
2,1,0,0,9,NISS,0,0,1
1,0,0,0,13,JEEP,0,0,1
1,1,0,0,1,HOND,0,0,1
2,1,0,1,3,CHEV,0,0,1
1,1,0,0,6,HOND,0,1,0
1,1,0,0,8,FORD,1,1,1
1,1,0,0,12,TOYT,0,1,1
1,1,0,0,10,MERZ,0,0,1
1,1,0,0,14,NISS,0,0,1
1,1,0,0,1,BMW,0,0,0
1,1,0,0,16,VOLK,0,0,0
1,1,0,0,13,ACUR,0,0,0
1,1,0,0,12,KIA,0,0,0
2,1,0,0,5,FORD,1,0,0
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,12,CHEV,0,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,4,BMW,0,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,3,CHEV,0,0,1
1,1,0,0,15,MITS,0,0,1
1,1,0,0,1,CHEV,0,0,1
2,1,0,0,5,CHEV,0,0,0
1,1,0,0,1,FORD,1,1,0
1,1,0,0,1,MERZ,0,0,0
1,1,0,0,1,freightliner,0,0,1
1,1,0,0,9,TOYT,0,0,0
1,1,0,0,8,YAMA,0,0,1
1,1,0,0,5,MERZ,0,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,4,TOYT,0,0,1
1,1,0,0,15,PREV,0,0,1
1,1,0,0,6,CADI,0,1,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,4,NISS,0,0,1
1,1,0,0,1,BMW,0,1,0
1,1,0,0,9,TOYT,0,0,0
1,1,0,0,9,FORD,1,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,3,LEXS,0,0,0
1,1,0,0,8,NISS,0,0,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,15,VOLK,0,0,1
1,1,0,0,10,INFI,0,0,0
1,1,0,0,12,FORD,1,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,3,TOYT,0,0,0
1,1,0,0,2,LINC,0,0,0
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,11,FORD,1,1,1
1,1,0,0,9,FORD,1,0,0
2,1,0,0,4,TOYT,0,0,1
1,1,0,0,9,HOND,0,0,0
1,1,0,0,2,TOYT,0,0,0
1,0,0,0,1,FORD,1,0,0
3,0,0,0,2,INFI,0,0,0
2,1,0,0,2,FORD,1,1,1
2,1,0,0,4,CHEV,0,1,1
1,1,0,0,7,NISS,0,1,1
2,1,0,0,10,HYUN,0,1,0
1,1,0,0,1,HOND,0,0,1
1,1,0,0,13,MITS,0,0,0
1,0,0,0,1,ACUR,0,1,0
2,1,0,0,12,TOYT,0,0,0
1,1,0,0,4,FORD,1,0,0
1,1,0,0,1,MAZD,0,1,1
3,1,0,0,13,FORD,1,0,0
1,1,0,0,16,HOND,0,0,0
1,1,0,0,10,HYUN,0,0,0
1,1,0,0,1,NISS,0,0,0
2,1,0,0,7,BUIC,0,0,0
3,0,0,0,9,HOND,0,1,1
1,1,0,0,12,HYUN,0,0,0
2,1,0,0,3,TOYT,0,0,1
1,1,0,0,20,GEO,0,0,1
1,1,0,0,13,ORION,0,0,0
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,4,TOYT,0,0,1
5,1,0,0,5,HOND,0,0,0
1,1,0,0,10,HOND,0,1,0
3,1,0,0,3,SUBA,0,1,0
1,1,0,0,2,FORD,1,0,1
1,1,0,0,13,HOND,0,0,0
1,1,0,0,13,HOND,0,0,0
2,1,0,0,8,NISS,0,1,0
1,0,0,0,2,UTI,0,0,0
1,1,0,0,8,TOYT,0,0,0
1,1,0,0,1,ELDOR,0,0,0
1,1,0,0,5,HOND,0,0,0
1,1,0,0,9,LEXS,0,0,1
2,1,0,0,2,HOND,0,1,0
1,1,0,0,2,FORD,1,0,0
1,0,0,0,8,NISS,0,0,1
1,1,0,0,7,LINC,0,0,1
1,1,0,0,7,MITS,0,0,1
1,1,0,0,6,AUDI,0,0,1
1,1,0,0,4,VOLK,0,0,1
2,1,0,0,1,TOYT,0,0,1
3,1,0,0,1,TOYT,0,0,1
2,1,0,0,1,CHRY,0,0,1
1,1,0,0,6,FORD,1,0,0
2,1,0,0,2,CHEV,0,0,0
1,1,0,0,18,TOYT,0,1,1
1,1,0,0,4,BMW,0,0,1
1,1,0,0,9,JEEP,0,0,1
2,1,0,0,5,FORD,1,0,1
1,1,0,0,10,FORD,1,0,1
2,1,0,0,12,MNNI,0,1,1
1,1,0,0,1,JO/DE,0,0,1
2,1,0,0,6,HOND,0,0,1
1,1,0,0,5,BUIC,0,0,1
1,1,0,0,4,VOLK,0,1,0
4,1,0,0,3,JEEP,0,0,0
1,1,0,0,16,TOYT,0,0,0
1,1,0,0,10,SUBA,0,1,0
1,1,0,0,2,HOND,0,0,0
1,1,0,0,8,JEEP,0,1,1
1,1,0,0,28,CHEV,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,5,FORD,1,0,0
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,8,LEXS,0,0,1
1,1,0,0,4,NISS,0,1,0
1,1,0,0,2,NISS,0,0,1
2,1,0,0,1,FORD,1,0,1
3,1,0,0,16,NISS,0,0,1
2,1,0,0,4,NISS,0,0,1
1,1,0,0,11,TOYT,0,0,1
2,1,0,0,2,TOYT,0,0,0
1,1,0,0,6,FORD,1,0,1
1,1,0,0,5,NISS,0,0,1
2,1,0,0,6,SUBA,0,0,0
2,1,0,0,9,TOYT,0,0,0
1,1,0,0,9,HOND,0,1,1
2,1,0,0,10,MITS,0,0,1
1,1,0,0,1,DODG,0,0,1
1,1,0,0,18,PLYM,0,0,0
1,1,0,0,10,LINC,0,1,0
1,1,0,0,5,MERZ,0,0,0
1,1,0,0,4,NISS,0,0,1
1,1,0,0,9,LINC,0,0,1
1,1,0,0,12,KW,0,0,1
2,1,0,0,11,MAZD,0,0,0
2,1,0,0,1,TOYT,0,1,1
1,1,0,0,14,CHEV,0,0,1
1,1,0,0,3,NISS,0,1,0
1,1,0,0,21,HOND,0,0,1
1,1,0,0,18,SUBA,0,0,1
1,1,0,0,10,CADI,0,0,1
1,0,0,0,16,HOND,0,0,1
1,0,0,0,3,HOND,0,0,1
1,1,0,0,13,FORD,1,0,1
1,1,0,0,1,MERZ,0,1,0
1,1,0,0,11,TOYT,0,1,0
1,1,0,0,9,NISS,0,0,0
1,1,0,0,1,FORD,1,1,0
1,0,0,0,4,NISS,0,0,0
1,1,0,0,15,FORD,1,1,0
1,0,0,0,10,TOYT,0,1,1
1,0,0,0,15,SGREE,0,1,1
1,1,0,0,3,HOND,0,0,1
1,0,0,0,7,CADI,0,0,1
2,1,0,0,7,FORD,1,0,1
1,1,0,0,2,BMW,0,1,1
1,1,0,0,9,TOYT,0,0,0
1,1,0,0,1,KIA,0,1,1
2,1,0,0,5,NISS,0,0,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,14,NISS,0,1,1
1,0,0,0,15,CHEV,0,0,1
4,1,0,0,3,HOND,0,0,0
1,1,0,0,13,FORD,1,0,0
1,1,0,0,7,HOND,0,1,1
1,1,0,0,8,FORD,1,0,1
3,1,0,0,11,HOND,0,0,1
2,1,0,0,3,FORD,1,0,1
1,1,0,0,8,DODG,0,1,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,29,PORS,0,0,1
2,1,0,0,2,BLUE BIRD,0,1,1
1,1,0,0,8,INFI,0,0,0
1,1,0,0,8,NISS,0,0,0
3,1,0,0,6,HYUN,0,0,1
1,1,0,0,14,HYUN,0,0,1
1,1,0,0,13,CHRY,0,0,1
1,1,0,0,9,CHEV,0,0,1
1,1,0,0,7,HYUN,0,0,1
1,1,0,0,6,DODG,0,0,0
1,1,0,0,1,TOYT,0,0,0
2,1,0,0,2,NISS,0,1,1
2,1,0,0,8,INTER,0,0,1
1,1,0,0,16,TOYT,0,0,1
1,1,0,0,11,ACUR,0,1,1
1,0,0,0,16,UNK,0,0,1
1,1,0,0,12,NISS,0,0,1
1,1,0,0,3,CHEV,0,0,0
1,1,0,0,12,CHEV,0,0,0
2,1,0,0,8,AUDI,0,0,0
1,1,0,0,14,UPS TRUCK,0,0,1
1,1,0,0,2,HOND,0,0,0
1,1,0,0,10,LINC,0,0,0
1,1,0,0,6,ACUR,0,0,1
1,1,0,0,13,NISS,0,0,1
3,1,0,0,3,DODG,0,1,1
1,1,0,0,3,KIA,0,1,1
1,1,0,0,12,FORD,1,0,1
1,1,0,0,10,AUDI,0,0,1
2,1,0,0,10,FORD,1,1,1
2,1,0,0,8,MAZD,0,1,0
1,1,0,0,2,NISS,0,1,0
1,1,0,0,12,VOLK,0,0,0
2,1,0,0,1,AUDI,0,1,0
1,1,0,0,6,INFI,0,0,0
1,1,0,0,11,INFI,0,0,0
1,1,0,0,12,BMW,0,0,1
1,0,0,0,3,FORD,1,0,1
1,1,0,0,2,MAZD,0,0,1
1,1,0,0,7,NISS,0,0,0
1,1,0,0,8,TOYT,0,1,0
1,1,0,0,8,DODG,0,0,1
1,1,0,0,7,LEXS,0,0,1
1,1,0,0,3,LNDR,0,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,10,ACUR,0,1,1
1,0,0,0,18,HOND,0,0,1
1,1,0,0,1,NISS,0,1,1
1,1,0,0,2,INFI,0,0,1
2,1,0,0,5,NE/FL,0,0,0
1,1,0,0,5,KIA,0,1,0
2,1,0,0,1,NISS,0,1,0
1,1,0,0,12,CHEV,0,0,0
2,1,0,0,5,TOYT,0,0,0
1,1,0,0,8,INFI,0,0,0
1,1,0,0,2,NISS,0,1,1
2,1,0,0,1,VOLK,0,1,1
1,1,0,0,5,HOND,0,0,1
2,1,0,0,14,MACK,0,0,0
4,1,0,0,12,CHEV,0,0,0
4,1,0,0,3,SUBA,0,0,0
1,1,0,0,1,LEXS,0,0,0
1,1,0,0,6,INFI,0,0,0
1,1,0,0,1,FORD,1,0,1
1,1,0,0,2,TOYT,0,0,0
1,0,0,0,1,CHRY,0,0,0
1,1,0,0,11,BMW,0,0,1
1,1,0,0,11,frht,0,0,1
1,1,0,0,4,LEXS,0,1,1
1,1,0,0,15,NISS,0,1,1
1,1,0,0,3,wh/bl,0,0,1
1,1,0,0,1,CHEV,0,0,1
2,1,0,0,27,CHEV,0,0,1
1,1,0,0,9,UHAUL,0,0,1
3,1,0,0,12,HOND,0,1,1
1,1,0,0,10,HOND,0,0,1
1,1,0,0,15,LINC,0,1,0
1,1,0,0,5,mack,0,0,1
1,1,0,0,13,STRN,0,0,0
1,1,0,0,6,CHEV,0,0,1
1,1,0,0,1,BMW,0,0,1
1,1,0,0,2,NISS,0,0,1
1,0,0,0,2,FORD,1,0,1
2,1,0,0,13,TOYT,0,0,0
1,1,0,0,1,BMW,0,0,0
1,1,0,0,2,NISS,0,0,1
2,1,0,0,1,HYUN,0,0,1
1,1,0,0,1,HOND,0,0,1
1,1,0,0,1,FORD,1,0,0
9,1,0,0,1,FORD,1,0,1
2,1,0,0,6,MERZ,0,0,1
1,1,0,0,16,NISS,0,0,1
1,1,0,0,12,CHEV,0,0,1
1,1,0,0,2,HYUN,0,0,1
3,1,0,0,2,NISS,0,1,1
1,1,0,0,4,NISS,0,1,1
2,1,0,0,11,CHRY,0,0,1
1,1,0,0,7,MAZD,0,1,1
1,1,0,0,1,GMC,0,1,0
1,1,0,0,10,LNDR,0,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,1,HOND,0,0,1
1,1,0,0,12,MERZ,0,0,1
1,1,0,0,3,CHEV,0,0,0
2,1,0,0,7,MACK,0,0,1
1,1,0,0,8,ACUR,0,0,0
1,1,0,0,13,FORD,1,0,0
1,1,0,0,15,BMW,0,0,0
1,1,0,0,8,INFI,0,0,0
1,1,0,0,12,MERZ,0,0,1
1,1,0,0,2,CHEV,0,0,1
1,1,0,0,4,WORKH,0,0,0
1,1,0,0,2,NISS,0,0,1
1,1,0,0,13,HOND,0,0,1
1,1,0,0,7,CHRY,0,0,1
2,1,0,0,3,JEEP,0,0,1
1,1,0,0,7,FORD,1,0,1
1,1,0,0,1,GMC,0,0,1
1,1,0,0,13,FORD,1,0,1
1,1,0,0,16,HOND,0,0,1
2,1,0,0,13,INTL,0,0,1
1,1,0,0,2,LEXS,0,1,1
1,1,0,0,9,freight van,0,0,0
1,1,0,0,1,NISS,0,0,1
1,1,0,0,6,LINC,0,0,1
1,1,0,0,10,TOYT,0,0,1
4,1,0,0,11,CHRY,0,0,1
1,1,0,0,9,NISS,0,1,1
1,1,0,0,12,TOYT,0,1,1
1,1,0,0,4,TOYT,0,0,0
1,1,0,0,3,CHRY,0,0,1
1,1,0,0,1,CHEV,0,0,1
1,1,0,0,1,KIA,0,0,0
1,1,0,0,1,ISU,0,0,0
1,0,0,0,19,INTL,0,0,0
4,0,0,0,7,DODG,0,0,0
3,1,0,0,5,FORD,1,0,0
1,0,0,0,8,BMW,0,0,1
1,1,0,0,5,JEEP,0,1,1
1,1,0,0,3,HOND,0,0,1
1,1,0,0,2,CHEV,0,1,0
1,1,0,0,6,HOND,0,0,1
1,1,0,0,14,LEXS,0,0,1
1,1,0,0,4,HYUN,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,2,HOND,0,0,1
1,0,0,0,8,TOYT,0,0,1
3,0,0,0,8,CADI,0,0,1
1,0,0,0,1,CHEV,0,1,0
1,0,0,0,1,CHEV,0,1,1
1,0,0,0,6,NISS,0,1,1
2,0,0,0,2,HINO,0,0,1
2,0,0,0,11,MAZD,0,1,0
1,0,0,0,11,JEEP,0,0,0
1,1,0,0,12,FRHT,0,0,1
1,1,0,0,3,HOND,0,1,1
1,1,0,0,3,VOLK,0,0,1
1,1,0,0,6,HOND,0,0,1
1,1,0,0,10,CHRY,0,0,1
1,1,0,0,4,JEEP,0,1,1
1,1,0,0,1,HYUN,0,0,1
1,1,0,0,7,HOND,0,0,1
1,0,0,0,8,STRN,0,0,0
1,1,0,0,14,JEEP,0,1,0
1,1,0,0,12,FORD,1,0,0
1,1,0,0,4,SUBA,0,0,1
1,1,0,0,15,FORD,1,1,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,6,FORD,1,0,0
1,1,0,0,10,FORD,1,0,1
2,1,0,0,8,CHEV,0,0,1
1,1,0,0,21,TOYT,0,1,1
1,1,0,0,7,LINC,0,0,0
1,1,0,0,9,ACUR,0,0,0
1,1,0,0,11,ORION,0,1,1
1,1,0,0,5,CHEV,0,0,1
1,1,0,0,8,LEXS,0,1,1
1,1,0,0,1,JEEP,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,19,FORD,1,1,1
1,1,0,0,13,TOYT,0,1,1
2,1,0,0,3,HOND,0,1,1
1,1,0,0,8,FORD,1,0,1
1,1,0,0,5,LINC,0,0,0
1,1,0,0,2,LEXS,0,0,1
1,1,0,0,3,TOYT,0,0,0
1,1,0,0,5,HYUN,0,1,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,3,TOYT,0,0,0
1,0,0,0,1,BMW,0,0,0
2,1,0,0,3,FORD,1,1,1
1,1,0,0,2,NISS,0,0,0
2,1,0,0,12,LINC,0,0,0
1,1,0,0,18,TOYT,0,0,0
1,1,0,0,1,DODG,0,1,1
1,1,0,0,12,HOND,0,1,1
1,1,0,0,2,HOND,0,0,1
1,1,0,0,14,KIA,0,0,1
1,1,0,0,8,CHEV,0,0,1
1,1,0,0,17,FORD,1,1,1
1,1,0,0,8,LEXS,0,0,1
1,1,0,0,8,FORD,1,1,0
1,1,0,0,2,FORD,1,0,0
1,1,0,0,4,DODG,0,1,1
2,1,0,0,1,BMW,0,1,0
1,1,0,0,1,MERZ,0,0,1
1,0,0,0,13,FORD,1,0,1
1,1,0,0,5,FORD,1,0,1
1,1,0,0,8,CHEV,0,0,1
1,1,0,0,12,FORD,1,0,1
1,1,0,0,15,LEXS,0,0,1
1,1,0,0,1,ISU,0,0,1
1,1,0,0,4,FREIG,0,0,1
1,1,0,0,1,HOND,0,0,1
1,1,0,0,4,MAZD,0,0,1
1,1,0,0,13,HOND,0,0,1
2,1,0,0,3,CHEV,0,0,1
2,1,0,0,1,HOND,0,0,1
2,1,0,0,5,HOND,0,1,1
3,1,0,0,1,TOYT,0,0,1
1,1,0,0,14,LEXS,0,1,1
2,1,0,0,19,ACUR,0,0,1
1,1,0,0,11,FORD,1,1,1
1,1,0,0,12,LEXS,0,0,0
1,1,0,0,6,NISS,0,1,1
1,1,0,0,18,MCIN,0,0,0
1,1,0,0,15,HOND,0,0,1
1,1,0,0,11,LEXS,0,1,1
3,1,0,0,12,INTL,0,0,1
1,1,0,0,5,DODG,0,0,1
1,1,0,0,15,CHEV,0,0,1
1,1,0,0,2,DODG,0,0,0
1,1,0,0,9,TOYT,0,1,0
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,1,HOND,0,1,1
1,1,0,0,6,DODG,0,0,1
1,1,0,0,4,HYUN,0,0,1
1,1,0,0,19,HOND,0,0,1
1,1,0,0,1,MAZD,0,0,1
1,1,0,0,9,NISS,0,0,1
1,1,0,0,1,HOND,0,1,1
1,1,0,0,3,FRHT,0,0,1
5,1,0,0,1,TOYT,0,0,1
1,1,0,0,8,BMW,0,0,1
1,1,0,0,15,FRHT,0,0,1
1,1,0,0,1,HOND,0,1,1
1,1,0,0,3,LINC,0,0,1
1,1,0,0,15,INFI,0,1,1
1,1,0,0,7,CHEV,0,0,1
1,0,0,0,16,MITS,0,1,1
1,1,0,0,13,HOND,0,1,1
2,1,0,0,3,NISS,0,0,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,3,FORD,1,0,1
1,1,0,0,15,CHEV,0,0,1
2,0,0,0,4,JEEP,0,0,1
2,1,0,0,8,HYUN,0,0,0
2,1,0,0,19,TOYT,0,0,0
1,1,0,0,8,CHEV,0,0,0
1,1,0,0,10,TOYT,0,1,0
3,1,0,0,6,TOYT,0,1,0
1,1,0,0,3,SMRT,0,1,1
3,1,0,0,5,HOND,0,0,0
2,1,0,0,4,TOYT,0,0,0
2,1,0,0,1,NISS,0,0,0
1,1,0,0,2,CHEV,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,1,INTL,0,0,0
2,1,0,0,16,NISS,0,0,1
1,1,0,0,15,MITS,0,0,0
1,1,0,0,4,INFI,0,0,1
1,1,0,0,1,NISS,0,1,1
1,1,0,0,2,AUDI,0,1,0
1,1,0,0,9,THMS,0,0,0
1,1,0,0,9,SUBA,0,0,0
1,1,0,0,2,NISS,0,1,0
1,1,0,0,9,INFI,0,1,0
1,1,0,0,1,FORD,1,0,1
2,1,0,0,5,HOND,0,1,1
3,1,0,0,9,NISS,0,1,1
1,1,0,0,4,FORD,1,1,1
2,1,0,0,1,AUDI,0,1,1
1,0,0,0,7,HOND,0,1,1
1,1,0,0,2,HOND,0,1,1
2,1,0,0,7,GMC,0,1,1
2,1,0,0,5,HOND,0,0,1
1,1,0,0,1,JEEP,0,1,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,4,HOND,0,0,1
1,1,0,0,14,TOYT,0,1,1
1,1,0,0,2,JEEP,0,0,1
1,1,0,0,9,TOYT,0,0,0
2,1,0,0,14,TRIU,0,0,0
1,1,0,0,14,CHRY,0,0,1
1,1,0,0,12,MERZ,0,0,1
3,1,0,0,2,LEXS,0,0,0
1,1,0,0,5,TOYT,0,0,0
2,1,0,0,5,NISS,0,0,1
1,1,0,0,2,TOYT,0,1,1
1,1,0,0,1,INTL,0,0,0
1,1,0,0,9,HOND,0,1,1
2,1,0,0,11,HOND,0,1,1
1,1,0,0,19,KW,0,0,1
1,1,0,0,16,HOND,0,1,0
1,1,0,0,9,INTL,0,1,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,15,ACUR,0,1,1
1,1,0,0,4,NISS,0,0,1
1,1,0,0,5,FRHT,0,0,1
2,1,0,0,3,NISS,0,0,1
1,1,0,0,2,INTL,0,0,1
1,1,0,0,8,HOND,0,1,1
1,1,0,0,8,CHEV,0,0,1
1,1,0,0,13,GMC,0,0,0
1,1,0,0,1,TOYT,0,0,1
2,1,0,0,5,HOND,0,0,1
2,1,0,0,16,HOND,0,0,1
1,1,0,0,1,MAZD,0,1,0
1,1,0,0,13,CHEV,0,1,1
1,1,0,0,14,MITS,0,1,1
2,1,0,0,17,INTL,0,0,1
1,1,0,0,5,FORD,1,0,1
1,1,0,0,6,MERZ,0,0,1
1,1,0,0,5,FORD,1,0,1
2,1,0,0,1,NISS,0,0,1
2,1,0,0,2,RAM,0,0,1
1,1,0,0,16,HOND,0,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,14,BUIC,0,0,1
1,1,0,0,4,FORD,1,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,3,MACK,0,0,1
1,1,0,0,8,ACUR,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,25,VOLV,0,1,1
1,1,0,0,13,JEEP,0,1,0
1,1,0,0,13,GMC,0,0,0
1,1,0,0,1,HOND,0,0,1
1,1,0,0,3,GMC,0,0,1
1,1,0,0,10,HYUN,0,0,1
4,0,0,0,3,CHEV,0,1,1
1,1,0,0,8,HOND,0,0,1
1,1,0,0,2,AUDI,0,0,1
1,1,0,0,16,TOYT,0,0,0
1,1,0,0,12,ORION,0,0,0
2,1,0,0,3,HYUN,0,1,0
1,1,0,0,1,NISS,0,0,1
2,1,0,0,2,INFI,0,0,1
1,1,0,0,1,CHEV,0,1,1
1,1,0,0,17,JEEP,0,0,1
1,1,0,0,6,DODG,0,0,1
1,1,0,0,10,HOND,0,0,1
1,1,0,0,3,BMW,0,1,0
1,1,0,0,5,FORD,1,0,1
1,1,0,0,13,FRHT,0,0,1
1,1,0,0,2,PTRB,0,0,1
1,1,0,0,3,NISS,0,0,0
2,1,0,0,9,DODG,0,0,1
1,1,0,0,14,HOND,0,0,0
1,1,0,0,1,JEEP,0,1,1
1,1,0,0,4,TOYT,0,0,0
1,1,0,0,11,HOND,0,1,1
1,1,0,0,10,HOND,0,1,1
1,1,0,0,7,NISS,0,0,1
3,1,0,0,17,NISS,0,0,0
1,1,0,0,5,NISS,0,0,0
1,1,0,0,14,HINO,0,0,0
1,1,0,0,1,SUBA,0,1,0
1,1,0,0,9,FRIEGHT LINER TRUCK,0,0,1
2,1,0,0,8,KIA,0,1,1
1,0,0,0,10,MITS,0,0,1
1,1,0,0,1,LEXS,0,1,1
2,1,0,0,3,TOYT,0,0,1
4,1,0,0,14,STRN,0,1,1
2,1,0,0,1,HOND,0,0,1
2,1,0,0,1,INTL,0,0,1
1,1,0,0,6,FORD,1,0,1
3,1,0,0,4,CHEV,0,1,0
1,1,0,0,14,BUIC,0,1,1
1,1,0,0,16,TOYT,0,1,1
1,1,0,0,1,MACK,0,0,1
1,1,0,0,3,NISS,0,1,1
2,1,0,0,11,SUBA,0,0,1
1,1,0,0,7,NISS,0,0,1
1,1,0,0,1,bus,0,0,1
1,1,0,0,2,MERZ,0,0,1
1,1,0,0,3,TESL,0,0,1
2,1,0,0,10,TOYT,0,0,1
1,0,0,0,1,BMW,0,1,1
2,1,0,0,1,FORD,1,0,0
1,1,0,0,1,FORD,1,1,0
1,1,0,0,1,HOND,0,0,0
1,1,0,0,10,ACUR,0,0,0
1,1,0,0,17,FORD,1,0,0
1,1,0,0,12,STRN,0,0,0
1,1,0,0,11,ISU,0,0,0
1,1,0,0,3,CHEV,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,9,DODG,0,1,1
1,1,0,0,7,FORD,1,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,8,KIA,0,1,1
1,1,0,0,5,VOLK,0,1,1
2,1,0,0,2,LEXS,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,1,CHEV,0,0,1
1,1,0,0,14,FORD,1,0,1
2,1,0,0,6,HOND,0,0,0
1,1,0,0,11,CHEV,0,0,1
1,1,0,0,8,NISS,0,1,1
2,1,0,0,6,TOYT,0,0,1
1,1,0,0,27,CHEV,0,0,1
1,1,0,0,10,BMW,0,0,1
1,1,0,0,18,FORD,1,0,1
1,1,0,0,18,FORD,1,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,4,HOND,0,0,1
1,1,0,0,3,BMW,0,0,1
1,1,0,0,16,CADI,0,0,1
1,1,0,0,4,HOND,0,0,0
1,1,0,0,10,ACUR,0,0,0
1,1,0,0,2,NISS,0,0,0
1,1,0,0,11,CHEV,0,0,1
1,1,0,0,4,CHRY,0,1,1
1,1,0,0,12,kidron,0,0,1
8,1,0,0,4,FORD,1,0,1
1,1,0,0,13,PTRB,0,0,1
1,1,0,0,1,CHEV,0,0,0
1,1,0,0,16,CHRY,0,0,0
1,1,0,0,16,LEXS,0,0,1
1,1,0,0,15,HOND,0,0,1
1,1,0,0,13,CHRY,0,0,0
4,1,0,0,12,KIA,0,1,1
1,1,0,0,2,TOYT,0,1,1
1,1,0,0,11,MITS,0,1,0
1,1,0,0,2,VOLK,0,1,0
2,1,0,0,5,NISS,0,0,0
1,1,0,0,12,pet,0,0,0
1,1,0,0,6,INFI,0,1,1
3,1,0,0,11,HOND,0,1,1
3,1,0,0,3,GMC,0,0,0
